GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",0,W,Width,"Width of item. TIP: Use Width to validate conditions for the Number variables. EXAMPLE: Setting the appropriate number of door pulls by using a formula. The NDWP variable would have the following formula: Cond(Width<=30,1,2) Explanation: Condition, if the width is less than or equal to 30, add 1 pull otherwise 2 pulls."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1,H,Height,"Height of an item. TIP: Use Height to validate conditions for the Number variables. EXAMPLE: Setting the appropriate number of shelves in a cabinet by using a formula. The NS1 variable would have the following formula: Round(Height/18,1) Explanation: The cabinet height is divided by 18, the end result will determine the number of shelves to be added. If applied on an item that is 42"" high, the calculation would be 42 / 18 = 2.3, the 2.3 is rounded down to 2."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2,D,Depth,"Depth of an item. TIP: Use the Depth to validate conditions for the Drawer variables. EXAMPLE: Setting the appropriate depth of a drawer in a cabinet by using a formula. The DWD1 variable would have the following formula: Depth-4 Explanation: The depth of the drawer will be the depth of the cabinet less 4"". If applied to an item that is 24"" in depth, the calculation would be 24 - 4 = 20."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3,W2,Width2,Second width of an item (clockwise direction). May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",4,H2,Height2,Second height of an item. May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",5,D2,Depth2,Second depth of an item (clockwise direction). May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",6,W3,Width3,Third width of an item (clockwise direction). May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",7,H3,Height3,Third height of an item. May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",8,D3,Depth3,Third depth of an item (clockwise direction). May be parallel or perpendicular.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",12,FW1,FillerWidth1,Width of filler.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",13,FW2,FillerWidth2,Second width of filler.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",520,RAD,RADius,Radius value.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",522,DIA,DIAmeter,Diameter value.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1023,GD1,GenDim1,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1024,GD2,GenDim2,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1025,GD3,GenDim3,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1026,GD4,GenDim4,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1027,GD5,GenDim5,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1047,MAXW,MAXWidth,Maximum width. Used to set a limit of the maximum dimension applicable to the width of an item. TIP: Use a formula in your Catalog.SYM file to set the maximum dimension for all cabinet widths. EXAMPLE: Setting the maximum dimension applicable to all items throughout the catalog. In your Catalog.SYM file set the MAXW variable with the following formula: Width Explanation: The maximum width applicable to an item will be the initial width it was created with. This will block the possibility of increasing the width of items in the Design program.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1048,MAXD,MAXDepth,Maximum depth. Used to set a limit of the maximum dimension applicable to the depth of an item. TIP: Use a formula in your Catalog.SYM file to set the maximum dimension for all cabinet depths. EXAMPLE: Setting the maximum dimension applicable to all items throughout the catalog. In your Catalog.SYM file set the MAXD variable with the following formula: Depth Explanation: The maximum depth applicable to an item will be the initial depth it was created with. This will block the possibility of increasing the width of the items in the Design program.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1049,MAXH,MAXHeight,Maximum height. Used to set a limit of the maximum dimension applicable to the height of an item. TIP: Use a formula in your Catalog.SYM file to set the maximum dimension for all cabinet heights. EXAMPLE: Setting the maximum dimension applicable to all items throughout the catalog. In your Catalog.SYM file set the MAXH variable with the following formula: Height Explanation: The maximum height applicable to an item will be the initial height it was created with. This will block the possibility of increasing the height of the items in the Design program.
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1140,MINW,MINWidth,"Minimum width. Used to set a limit on the minimum dimension applicable to the width of an item. TIP: Use a formula in your Catalog.SYM file to set the minimum dimension for all cabinet widths. EXAMPLE: Setting the minimum dimension applicable to 2 15/16"" less than the initial width the items that were created with through out the catalog. In your Catalog.SYM file set the MINW variable with the following formula: width-2.9375 Explanation: The minimum width applicable to an item will be the initial width it was created with, less 2 15/16"". This will block the possibility of decreasing the width of items beyond 2 15/16"" in the Design program. When applied to an item that is 18” wide, the width cannot be decreased below 15 1/16”."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1141,MIND,MINDepth,"Minimum depth. Used to set a limit of the minimum dimension applicable to the depth of an item. TIP: Use a formula in your Catalog.SYM file to set the minimum dimensions for all cabinet depths. EXAMPLE: Setting the minimum dimension applicable to 3"" less than the initial depth the items that were created through out the catalog. In your Catalog.SYM file set the MIND variable with the following formula: Depth-3 Explanation: The minimum depth applicable to an item will be the initial depth it was created with, less 3"". This will block the possibility of decreasing the depth of the items beyond 3"" in the Design program. When applied to an item that is 24"" deep, the depth cannot be decreased below 21""."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",1142,MINH,MINHeight,"Minimum height. Used to set a limit of the minimum dimension applicable to the height of an item. TIP: Use a formula in your Catalog.SYM file to set the minimum dimensions for all cabinet heights. EXAMPLE: Setting the minimum dimension applicable to 3"" less than the initial height the items that were created through out the catalog. In your Catalog.SYM file set the MINH variable with the following formula: Height-3 Explanation: The minimum height applicable to an item will be the initial height it was created with, less 3"". This will block the possibility of decreasing the height of the items beyond 3"" in the Design program. When applied to an item that is 15"" high, the height cannot be decreased below 15""."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2016,GAPD1,GenAPplianceDim1,"Multi-purpose generic dimension variable for an appliance: when Width, Height and Depth are already in use."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2017,GAPD2,GenAPplianceDim2,"Multi-purpose generic dimension variable for an appliance: when Width, Height and Depth are already in use."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2018,GAPD3,GenAPplianceDim3,"Multi-purpose generic dimension variable for an appliance: when Width, Height and Depth are already in use."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2019,GAPD4,GenAPplianceDim4,"Multi-purpose generic dimension variable for an appliance: when Width, Height and Depth are already in use."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2020,GAPD5,GenAPplianceDim5,"Multi-purpose generic dimension variable for an appliance: when Width, Height and Depth are already in use."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2167,GD6,GenDim6,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2168,GD7,GenDim7,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2169,GD8,GenDim8,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2170,GD9,GenDim9,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2171,GD10,GenDim10,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2172,GD11,GenDim11,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2173,GD12,GenDim12,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2174,GD13,GenDim13,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2175,GD14,GenDim14,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2176,GD15,GenDim15,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2177,GD16,GenDim16,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2178,GD17,GenDim17,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2179,GD18,GenDim18,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2180,GD19,GenDim19,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",2181,GD20,GenDim20,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3943,GD21,GenDim21,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3944,GD22,GenDim22,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3945,GD23,GenDim23,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3946,GD24,GenDim24,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3947,GD25,GenDim25,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3948,GD26,GenDim26,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3949,GD27,GenDim27,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3950,GD28,GenDim28,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3951,GD29,GenDim29,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3952,GD30,GenDim30,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3953,GD31,GenDim31,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3954,GD32,GenDim32,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3955,GD33,GenDim33,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3956,GD34,GenDim34,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3957,GD35,GenDim35,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3958,GD36,GenDim36,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3959,GD37,GenDim37,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3960,GD38,GenDim38,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3961,GD39,GenDim39,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3962,GD40,GenDim40,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3963,GD41,GenDim41,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3964,GD42,GenDim42,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3965,GD43,GenDim43,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3966,GD44,GenDim44,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3967,GD45,GenDim45,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3968,GD46,GenDim46,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3969,GD47,GenDim47,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3970,GD48,GenDim48,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3971,GD49,GenDim49,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
0,General,"Overall and interior dimensions. Values required in this group represent dimensions, except when specified.",3972,GD50,GenDim50,"Multi-purpose dimension variable: when Width, Height and Depth are already in use or when specific attributes are not available for this item."
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,15,ATAX,ATtachAngleX,"Angle of an attachment on the X plane. (Left, Right)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,16,ATAY,ATtachAngleY,"Angle of an attachment on the Y plane. (Up, Down)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,35,ATAZ,ATtachAngleZ,"Angle of an attachment on the Z plane. (In, Out)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,112,ATW,ATtachWidth,Width of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,113,ATH,ATtachHeight,Height of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,114,ATD,ATtachDepth,Depth of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,115,ATOX,ATtachOrgX,"Origin of an attachment on the X plane. (Left, Right)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,116,ATOY,ATtachOrgY,"Origin of an attachment on the Y plane. (Up, Down)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,117,ATOZ,ATtachOrgZ,"Origin of an attachment on the Z plane. (In, Out)"
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,198,ATSH,ATtachSHape,Composition number/3D shape of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,212,ATR,ATtachReverse,"Variable to produce a mirror effect on attachments. If the value is set as 0 the attachment is set normally, if the value is set as 1, the attachments is set with a mirror effect. Example: On an base island cabinet, you may want to attach a roll-out that is will slide through the back of the cabinet, the value of the ATR variable would be set as 1."
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,412,ATW2,ATtachWidth2,Second width of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,450,ATFP,ATtachFloorPlan,Composition number/floor plan shape of an attachment.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,2284,MAXS,MAXimumSelection,Maximum number of add-ons that can be selected if multiple ask add-ons are allowed.
1,Attach,Specifications for attachments on cabinets. Tip: Set values individually for each item.,2285,MUSTMS,MUSTMakeSelection,"Ask add-on selection method. If true, an add-on must be selected; if false, the user may choose not to select any add-on."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",9,IW,InterWidth,Interior width of an item.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",10,IH,InterHeight,Interior height of an item.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",11,ID,InterDepth,Interior depth of an item.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",17,ECR,EndCabRad,End cabinet radius. Diagonal dimension from miter cut to back corner (square corner projection). TIP: Maximum radius is the diagonal length between Width and Depth of cabinet.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",18,ESR1,EndShelfRad1,"Radius for end curved cabinets - convex (i.e. curved out). TIP: The larger the number, the greater the curve."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",19,ESR2,EndShelfRad2,"Radius for end curved cabinets - concave (i.e. curved in). TIP: The larger the number, the greater the curve."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",20,SD1,ShelfDepth1,"Depth of shelves. If used in a configurable item, then the shelf depth is of the first section, if on the horizontal plane the sections start from left to right and if on a vertical plane the sections start from bottom towards the top. TIP: This may be used in conjunction with the ConfHeight1 variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",21,SD2,ShelfDepth2,"Depth of shelves for second cabinet section, if on the horizontal plane the sections start from left to right and if on the vertical plane the sections start from bottom towards the top. TIP: May work in conjunction with the ConfHeight2 variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",22,SD3,ShelfDepth3,"Depth of shelves for third cabinet section, if on the horizontal plane the sections start from left to right and if on the vertical plane the sections start from bottom towards the top. TIP: May work in conjunction with the ConfHeight3 variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",23,SD4,ShelfDepth4,"Depth of shelves for fourth cabinet section, if on the horizontal plane the sections start from left to right and if on the vertical plane the sections start from bottom towards the top. TIP: May work in conjunction with the ConfHeight4 variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",24,SD5,ShelfDepth5,"Depth of shelves for fifth cabinet section, if on the hoizontal plane the sections start from left to right and if on the vertical plane the sections start from bottom towards the top. TIP: May work in conjunction with the ConfHeight5 variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",25,CC1,CutCorner1,Front cut corner of a 45?angle (i.e. clipped corner). TIP: The value entered is the width of the clipped corner.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",26,WRSS,WRSlatSpace,Space of squares for lattice (opening size). TIP: This works in conjunction with the WRSW variable.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",27,WRSW,WRSlatWidth,Lattice separator width (thickness of material used to create separators). TIP: This works in conjunction with the WRSS variable.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",147,CEX,CabinetEXplode,"To explode the components of a cabinet. Specify the space required between the components. If value is set as 0, standard display of item, if value is set as 1, exploded view of item."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",436,PEN,PENinsula,"Used to switch between standard and peninsula cabinets. If the value is set as 0, the unit is set as standard, if the value is set as 1 the unit is set as peninsula."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",454,DD1,DadoDepth1,"Groove depth for receiving the back panel on a side panel. TIP: For imperial units, the maximum groove depth is the panel side thickness minus 1/8"". Formula: ST-1/8 For metric units, the maximum groove depth is the panel side thickness minus 3mm. Formula: ST-3"
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",463,CA1,CabinetAngle1,Angle on an angle cabinet.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",556,DIVH,DIViderHeight,"Height of the material used as an internal divider, for dividers that are not full-height."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",557,DIVD,DIViderDepth,"Depth of the material used as an internal divider, for dividers that are not full-depth."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",559,SFH,SideFinisH,"Calculates the Finished side(s) of cabinet(s) within a design globally. The values represent the following: -5, the system verifies if the right side needs to be set as finished and sets the left side as finished, -4, the system verifies if the right side needs to be set as finished and sets the left side as unfinished, -3, the system verifies if the left side needs to be set as finished and sets the right side as finished, -2, the system verifies if the left side needs to be set as finished and sets the right side as unfinished, -1, the system verifies if both the left and right sides need to be finished, 0, the left and right sides are set as unfinished, 1, the left side is set as finished and the right side as unfinished, 2, the right side is set as finished and the left side as unfinished, 3, the left and right sides are set as finished."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",583,POT1,PullOutTable1,Depth of pull-out table attached to a cabinet.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",601,FD,FloorDepth,Depth of an adjustable floor. Example: On a sink front.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",602,FD2,FloorDepth2,Second depth of an adjustable floor. Example: On a sink front.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",692,SFE,SideFinishEdge,"Finished edge on finished side(s) of a unit. If the value is set at 0, there will not be a finished edge on a finished side, if the value is set at 1, a finished edge will be set on the finished side. This variable works in conjunction with the SFH variable."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",1354,CCR,CutCornerRight,"Displays a cut corner in the front right corner of the item. If the value entered is 1 a clipped right corner is displayed, if the value entered is 0 a standard corner is displayed."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",1369,CCL,CutCornerLeft,"Displays a cut corner in the front left corner of the item. If value entered is 1 a clipped left corner is displayed, if the value entered is 0 a standard corner is displayed."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2041,FSC,FinishSideCharge,"Used to calculate the Finished Sides. It is also used to overwrite the user selection and the SFH variable. The values represent the following: 1, Charges according to the user selection. 2, Does not charge finished sides regardless of the user selection. 3, Charges one side regardless of the user selection. 4, One charge is applied once there is at least one Finish Side set. 5, Two charges are applied once there is at least one Finish Side set. 6, Two charges are applied regardless of the user selection."
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2058,LEGPZ,LEGPositionZ,"Leg position on the Z plane. (In, Out)"
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2060,LEGS,LEGStyle,Leg style.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2061,LEGPX,LEGPositionX,"Leg position on the X plane. (Left, Right)"
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2062,LEGD,LEGDisplay,Display leg.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2063,LEGH,LEGHeight,Leg height.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2072,LEGQTY,LEGQuantiTY,Leg quantity.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",2832,IFH,InteriorFinisH,* Display interior finish.
2,Cabinet,"Shelf depths, radius, cut corners and special configurations.",4069,SFHNT,SideFinisHNeighborType,"Side finish neighbor type. To specify the side finish depending on the type of neighbor. Variable bitfield (Appliance,Wall,Obstacle)."
3,Clear,Clearances for parts.,28,BC,BackClear,"Clearance behind the cabinet back panel, when there are support brackets. Explanation: Horizontal clearance between shelves and box necessary for adjustable peg system."
3,Clear,Clearances for parts.,29,CTC,CnterTopClear,Clearance under counter tops. Explanation: Clearance between the top of the doors and the bottom of the counter top in frameless cabinets.
3,Clear,Clearances for parts.,30,CMC,ConfMidClear,Clearance between two horizontal sections. Explanation: Clearance for doors between 2 horizontal sections in frameless cabinets.
3,Clear,Clearances for parts.,31,DBHC,DoorBackHrzClear,Back door/drawer side clearance.
3,Clear,Clearances for parts.,32,DDHC,DoorDwrHrzClear,Door/drawer side horizontal clearance.
3,Clear,Clearances for parts.,33,DDVC,DoorDwrVertClear,Vertical clearance between door and drawer.
3,Clear,Clearances for parts.,34,DMC,DoorMiddleClear,Horizontal clearance between two doors in frameless cabinets.
3,Clear,Clearances for parts.,36,DVC,DoorVertClear,Vertical clearance between two doors in frameless cabinets.
3,Clear,Clearances for parts.,37,DWBC,DraWBotClear,Vertical bottom clearance between the drawer case and the drawer front.
3,Clear,Clearances for parts.,38,DSC,DrawSideClear,Horizontal difference between the total width of the drawer case and the interior width of the cabinet (horizontal side clearance for drawers).
3,Clear,Clearances for parts.,39,DWMC,DraWerMidClear,Horizontal clearance between 2 drawers in frameless cabinets.
3,Clear,Clearances for parts.,40,FTC,FloorTopClear,"Clearance above the top of cabinet and under the floor, this recesses the top/bottom in relation to the sides."
3,Clear,Clearances for parts.,41,SSC,ShelfSideClear,Horizontal clearance between shelves and box necessary for adjustable peg system.
3,Clear,Clearances for parts.,42,SFC,SideFinishClear,Horizontal clearance between face frame and box for finished ends Example: Face frame side overhang.
3,Clear,Clearances for parts.,43,TOL,TOLerance,"Tolerance necessary when back is imbedded into the sides, tops and floors."
3,Clear,Clearances for parts.,44,DTC,DoorTopClear,Vertical clearance between the top of the door and the box in frameless cabinets.
3,Clear,Clearances for parts.,45,DBC,DoorBottomClear,Horizontal clearance between the bottom of the door and the box in frameless cabinets.
3,Clear,Clearances for parts.,46,BDC,ButtDoorClear,Horizontal clearance between two butt doors in frame cabinets.
3,Clear,Clearances for parts.,441,APTC,APplianceTClear,Top clearance for appliances.
3,Clear,Clearances for parts.,443,APBC,APplianceBClear,Bottom clearance for appliances.
3,Clear,Clearances for parts.,673,JMC,JMoldingClear,Vertical clearance between two J moldings.
3,Clear,Clearances for parts.,680,DDVC6,DoorDwVertClear6,Vertical clearance between 6th and 7th drawer.
3,Clear,Clearances for parts.,681,DDVC5,DoorDwVertClear5,Vertical clearance between 5th and 6th drawer.
3,Clear,Clearances for parts.,682,DDVC4,DoorDwVertClear4,Vertical clearance between 4th and 5th drawer.
3,Clear,Clearances for parts.,683,DDVC3,DoorDwVertClear3,Vertical clearance between 3rd and 4th drawer.
3,Clear,Clearances for parts.,684,DDVC2,DoorDwVertClear2,Vertical clearance between 2nd and 3rd drawer.
3,Clear,Clearances for parts.,1170,REB,REcessedBottom,"Clearance under the floor of the cabinet, this recesses the bottom in relation to the sides."
3,Clear,Clearances for parts.,1171,RET,REcessedTop,"Clearance above the top of the cabinet, this recesses the top in relation to the sides."
