GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,630,LBLTX1,LaBeLTeXt1,Indicates name for label.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,631,LBLRY2,LaBeLRotationY2,Indicates rotation for label.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,632,LBLCZ2,LaBeLCenterZ2,"Indicates center position in Z (in, out) for label."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,633,LBLCX2,LaBeLCenterX2,"Indicates center position in X (left, right) for label."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,634,LBLRY1,LaBeLRotationY1,Indicates rotation for Floor plan code.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,635,LBLCX1,LaBeLCenterZ1,"Indicates center position in Z (in, out) for Floor plan code."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,636,LBLCX1,LaBeLCenterX1,"Indicates center position in X (left, right) for Floor plan code."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,640,POSTG,POSitionTopGap,Indicates top gap dimension for stacking items.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,641,POSBG,POSitionBottomGap,Indicates bottom gap dimension for stacking items.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,642,POSS,POSitionSelection,Indicates position.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,643,POSSY,POSitionStartY,"Indicates starting dimension in Y (Up, Down)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,644,PRIW,PResetItemWeb,Indicates preset type for web.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,647,DISPSG,DISPlaySettingGeneral,"Used to set the item/group of items for the Display Setting dialog in Design. EXAMPLE: The Base category would have the DISPSG = 11, this identifies the category as Base Items. Therefore when a user sets wishes to set their color preference in the Display Setting dialog Base will be visible."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,649,WCC,WhichCabCode,"Mandatory Variable used to indicate the type of record. Example: WCC = 311 identifies the record as being a Vanity, WCC = 821 identifies the record as being a Toe Kick WCC = 825 identifies the record as being a Door Pull."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,657,BC1,BarCode1,"Bar code number for an item, used to generate reports (quantity)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,659,CATL,CATLet,"Catalog letter for an item, used to generate reports."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1050,AR,ArcResolution,"Number of points used to draw a circle and consequently to display curved lines, used for radius corners and ends. TIP: The smaller the number of points, the quicker the view is displayed. ""14"" is the suggested value."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1051,CR,CurveResolution,"Number of points displayed for curves. TIP: The smaller the number of points, the quicker the view is displayed. ""14"" is the suggested value."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1134,EHC,EnHancedColor,"Color identifier for environments such as Gem, Windows and Linux."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1159,SCALX,SCALingX,"Scaling factor in X (left, right)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1160,SCALY,SCALingY,"Scaling factor in Y (up, down)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1161,SCALZ,SCALingZ,"Scaling factor in Z (in, out)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1199,MENUF,MENUFinishes,"Indicates if the finishes menu is visible. If value is set as 0, do not display the finished menu, if value is set as 1, display finishes menu."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1206,FPD1,FloorPlanDepth1,"To correct floor plan shapes (toe kicks, moldings...)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1207,FPD2,FloorPlanDepth2,"To correct floor plan shapes (toe kicks, moldings...)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1623,WCTE,WallConsTypeExt,"Exterior wall construction type. If value is set as 0, drywall, if value is set as 1, concrete wall."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1625,MIA,MIdAlign,"Mid alignment, allows base items aligned at a specified height and lower to have a conter top added. Tip: If base items are placed above the assigned height, items will not have a counter top added."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1626,PRA,PRoprioAlign,"System variable that allows the alignment of a standalone item to its logical owner. Example: When an add-on sink gets assigned to a base cabinet, the BaseAlign variable takes into consideration the countertop thickness when calculating the exact vertical position of the sink. This is possible since the add-on has access to its owner’s variables. If, on the other hand, a standalone sink must be placed on top of a cabinet, the countertop thickness isn’t available to estimate the up/down value required to align the sink with the cabinet. In this context, specifying PRoprioAlign instead of BaseAlign instructs the program to determine the logical owner of the standalone item and to use the relevant owner’s information to align the de facto add-on item properly."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1627,LTIN,LighTINtensity,"Light intensity. If value is set as 40, light intensity is of 40 watts, if value is set at 100, light intensity is of 100 watts. Tip: Recommended settings are between 0 and 120."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1628,LTOP,LighTOPening,Radius of the light opening
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1629,LTVA,LighTVertAngle,Vertical angle of light (direction on an angle).
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1630,LTHA,LighTHorAngle,Horizontal angle of light (floor upwards).
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1641,WCT,WallConsType,"Interior wall construction type. If value is set as 0, drywall, if value is set as 1, concrete wall.."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1642,DDATE,DesignDATE,Design Date.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1646,MENUCH,MENUCHarges,"Indicates if the visibility of the charges menu. If value is set as 0, the charges menu is not displayed, if the value is set as 1, the charges menu is displayed."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1647,USERF,USERFormula,"Formula to use when editing an item. This variable receives the nomenclature formula. The short description is the first part of the formula and it can be made of characters and/or numbers.The second part is wild card combinations used to generate information on the item’s dimensions. TIP: You can build a nomenclature formula using any of the following wild card combinations. @I to add the hinge only on cabinets with 1, 3, 5... doors (L or R only)"
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1648,OLINK,OtherLINK,"Other link, reference for other interface programs, this variable is a standard text. TIP: Use this variable for adding a SKU number, you can then use OLINK variable with an inventory program."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1719,MMS,MMediaspec,"Which multimedia page to show when applying the specification option in design as well as the images that appear when using a style catalog. Tip: The following files are admissible; .JPG, .PDF, .DOC, .TXT, .HTML and .MOV. IMPORTANT NOTE: These files can be saved with in the catalog under an existing folder or in a new folder called “SPEC” or “SPECS”."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1724,EFBOM,ExcludeFromBOM,Exclude item from the Bill Of Material.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1727,PLEN,PLaceEntryName,Place Entry Name.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1728,RSPACL,ReservedSPACeL,Reserved left space for windows and doors.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1746,RTC,RooTClass,"Mandatory variable, identify item behavior/characteristics. Example: Item Alignment (floor or wall alignment), Item Type (an attachment, an opening, an obstacle, etc.) Item Behavior (is placed in a corner, stretchable in width, etc.), Connectable (top, right, left, front, etc.)"
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1749,RSPACR,ReservedSPACeR,Reserved right space for windows and doors.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1750,ICRA,IntCatRelAttach,Inter catalog relation attachment.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1752,PACKIT,PACKageableITem,"Indicated if an item is packageable TIP: If value is set at 0 then this is not a packageable item, if value is set at 1 then this is a pakageable item. This variable is used in conjunction with the PACKUN variable."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1753,PACKUN,PACKageUNit,Indicate the quantity of items in one package. This variable is used in conjunction with the PACKIT variable.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1856,BC2,BarCode2,"Bar code number for an item, used to generate reports (string)."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1976,MMW,MMediaWizard,"Used to indicate which multimedia page to show when using the attachments wizard. Example: html page containing images of ranges when placing a Tall Oven cabinet. IMPORTANT NOTE: The HTML pages along with the images are to be saved in the ""HtmlWizards"" folder of the catalog."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1980,OPEOR,OPEningORigin,Origin of shape for windows and doors.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1981,ATTCON,ATTachmentCONdition,"System variable for implicit attachment with condition. When this variable is defined, the system will verify if condition is still valid after each modification at the item level."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1982,ATTCOW,ATTachmentConditionOWner,"In which context the condition is evaluated (none,proprio or child). This is valid when there is a conditional implicit relation and this variable is setted to proprio or child."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1983,OPTID,OPTionID,Indicates order of option.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1984,MIAG,MirrorItemAnGle,Indicates which angle to take in case of a mirror layout.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1989,POPT,ProductOPtionType,Indicates for agents the type of option.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1990,WIZT,WIZardType,Indicates the type of wizard.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,1994,LBLTX2,LaBeLTeXt2,Indicates name for label.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2042,MENUS,MENUStackable,"Indicates to the Design program that items are stackable. The Design program automatically manages the placement of the stackable sequence. If the value is set as 0, items are not managed automatically by Design and must be set manually, if value is set as 1, items are managed automatically when selected."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2043,LTTYPE,LighTTYPE,"Type of light, if value is set as 0, incandescent lighting, if value is set at 1, fluorescent lighting."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2044,LAREF,LANguageREFerence,Indicates which language.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2045,COLOR,COLorORientation,Indicates color orientation.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2046,ARV,AutomationRecordValue,Value to automate placement of attachments
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2066,SPT,StylesPricingTab,"Indicates if the Styles and Pricing dialog displays the Catalog Styles Tab, the Catalog Charges Tab and the Price Levels Tab. Tip: This variable is of a bitfield type, when the option is checked on the selected tab is visible, when the option is checked off the selected tab is not visible."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2067,NEIGHA,NEIGHborhoodAlign,Neighborhood align.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2068,NEIGHT,NEIGHborhoodType,Neighborhood type.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2082,OFFZ,OFFsetZ,"Indicates Offset on the Z plane (in, out) for Acad shapes."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2083,OFFY,OFFsetY,"Indicates Offset on the Y plane (up, down) for Acad shapes."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2084,OFFX,OFFsetX,"Indicates Offset on the X plane (left, right) for Acad shapes."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2091,ITEMC,ITEMClass,Sets the add-on record as add-on part or merge it with the destination record.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2097,ENHC,ENHancerClass,"Indicates if the countertop edge is included in the calculation of the Depth of the countertop. If value is set as 0, the countertop edge is not included in the calculation of the depth, if the value is set as 1, then the countertop edge is included in the calculation of the depth."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2101,ATTRT,ATTachmentRelationType,"System variable defining the relation type when a placeable ""parent"" item has ""child"" items."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2103,SPAP,SPaceAreaPanel,Depth of panel space area.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2110,LBLCX3,LaBeLCenterX3,"Indicates center position in X (left, right) for label."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2111,LBLCZ3,LaBeLCenterZ3,"Indicates center position in Z (in, out) for label."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2112,LBLRY3,LaBeLRotationY3,Indicates rotation for label.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2231,ITEMN,ITEMNote,Allows the definition of a default note for display in the Item Attributes dialog (Text tab).
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2302,CATTYP,CATalogTYPe,"*Indicates if the catalog is Standard, Custom DFM-SE or Stock DFM-SE."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2340,HMP,HaveMultipleAttachment,*(Product exchange)Have multiple attachments.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2341,MP1,MultiplePositionIndex,*(Product exchange)Multiple position index.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2345,DSZ,DynamicSpaceZone,*Dynamic space zone.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2801,RROTY,RelativeROTationY,*Variable use for positioning zone modules.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2802,ROFFX,RelativeOFFsetX,*Variable use for positioning zone modules.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2803,ROFFZ,RelativeOFFsetZ,*Variable use for positioning zone modules.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2812,SVQ4,SystemVarQty4,*Global system variable quantity 4.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2833,ROFFY,RelativeOFFsetY,*Variable use for positioning zone modules.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2839,MW,MappedWidth,
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2840,MH,MappedHeight,
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2841,MD,MappedDepth,*Variable use for mapped dimensions.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,2843,PCFW,PullCabFromWall,*Variable use to automatically assign a pull away from wall (Neighborhood must be >0).
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3582,CEILH,CEILingHeight,* Height of ceiling.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3583,CEILAX,CEILingAngleX,* Angle of ceiling Axe X.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3584,CEILAY,CEILingAngleY,* Angle of ceiling Axe Y.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3598,CEIAX2,CEIlingAngleX2,* Angle of ceiling Axe X2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3599,CEIAZ2,CEIlingAngleZ2,* Angle of ceiling Axe Z2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3650,AINFO,AddINFO,Add info file.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3815,ITEMT,ITEMType,*Set the item type.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3816,STBR,SendToBuildRite,*Variable used to indicate if the item is sent to BuildRite.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3825,RCODE,ReferenceCODE,"*Variable used for reference and should not be translated like the UserCode, will be used for the import fonction."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3826,SVQ1,SystemVarQty1,*Global system variable quantity 1.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3827,SVQ2,SystemVarQty2,*Global system variable quantity 2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3828,SVQ3,SystemVarQty3,*Global system variable quantity 3.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3829,SVT1,SystemVarText1,*Global system variable Text 1.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3830,SVT2,SystemVarText2,*Global system variable Text 2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3831,SVT3,SystemVarText3,*Global system variable Text 3.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3832,ERPRT,EnableRePoRT,*Enable items in Report.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3840,PACKCL,PACKagingCLass,*Enable new packaging method.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3841,MNDSTX,MiNDiSTanceX,*Minimum Distance of an object to another one in X axis.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3842,MXWACP,MaXimumWAttCaPacity,*Maximum wattage capacity (generaly in pecentage for sensio).
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3843,LZONE,LightZONE,*Light position for Lignthing Wizard.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3844,CPCODE,CustomPlanCODE,*Custom Floor plan code for Lignthing Wizard.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3845,MDCL,MaxDaisyChainLength,*Maximum length for consecutive lights wired together.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3846,SVT4,SystemVarText4,*Global system variable Text 4.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3847,SVT5,SystemVarText5,*Global system variable Text 5.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3854,ORIW,ORIginalWidth,*Reference for the original width to know if the Width have changed.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3855,ORIH,ORIginalHeight,*Reference for the original height to know if the height have changed.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3856,ORID,ORIginalDepth,*Reference for the original depth to know if the depth have changed.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3857,LATT,LightATTenuation,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3858,LSHD,LighSHaDow,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3859,SLFO,SpotLightFallOff,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3860,SLDO,SpotLightDropOff,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3861,ALSF,AreaLightSamplingFactor,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3862,ALCF,AreaLightConstantFactor,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3863,IESP,IESProfile,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3864,LKIND,LightKIND,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3865,LED,LightEmitterDisplay,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3866,LSC,LightShapeComposition,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3867,LEFF,LightEFFicacy,*Affect new light for V11.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3869,POWBL,POWeraBLe,*Lighting wizard - Integrated lighting:Specifies if cabinet can have integrated lighting.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3870,POWRD,POWeReD,*Lighting wizard - Integrated lighting:Indicates if cabinet is powered.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3871,LSOC,LightSupptedOverCab,*Lighting wizard - Integrated lighting:Cabinet can have lighting over. 0 - None 1 - Puck 2 - Strip 3 - Puck & Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3872,LSIC,LightSupptedInsCab,*Lighting wizard - Integrated lighting:Cabinet can have lighting inside. 0 - None 1 - Puck 2 - Strip 3 - Puck & Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3873,LSUC,LightSupptedUnderCab,*Lighting wizard - Integrated lighting:Cabinet can have lighting under. 0 - None 1 - Puck 2 - Strip 3 - Puck & Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3874,LSCT,LightSupptedCabToe,*Lighting wizard - Integrated lighting:Cabinet can have toe kick lighting. 0 - None 2 - Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3875,LSUPOC,LightSetUPOverCab,*Lighting wizard - Integrated lighting:Type of lighting over cabinet. 0 - None 1 - Puck 2 - Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3876,LSUPIC,LightSetUPInsideCab,*Lighting wizard - Integrated lighting:Type of lighting inside cabinet. 0 - None 1 - Puck 2 - Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3877,LSUPUC,LightSetUPUnderCab,*Lighting wizard - Integrated lighting:Type of lighting under cabinet. 0 - None 1 - Puck 2 - Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3878,LSUPCT,LightSetUPCabToe,*Lighting wizard - Integrated lighting:Type of lighting cabinet toe kick. 0 - None 2 - Strip
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3879,SURALC,SURroundAttribLeftCab,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet on its left. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3880,SURARC,SURroundAttribRightCab,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet on its right. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3881,SURAOC,SURroundAttribOverCab,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet above it. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3882,SURAUC,SURroundAttribUnderCab,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet under it. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3883,SURABC,SURroundAttribBackCab,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet on its back. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3884,LICT,LightColorTemp,*Lighting wizard - Integrated lighting:Color Temperature of Light. 0 - Undefined 1 - Cool 2 - Warm
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3885,CCSHPX,CiC_SpaceHolderPosX,*Specifies position of Cross-Catalog Space Holders for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3886,CCSHPY,CiC_SpaceHolderPosY,*Specifies position of Cross-Catalog Space Holders for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3887,CCSHPZ,CiC_SpaceHolderPosZ,*Specifies position of Cross-Catalog Space Holders for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3888,CCSHN,CiC_SpaceHolderName,*Specifies name of Cross-Catalog Space Holders for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3889,BITEMT,BaseITEMType,*Affect new attachment for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3890,ITEMTC,ITEMTypeCharact,*Affect new attachment for CIC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3891,ILC,IntegratedLightingCatalog,*Lighting wizard - Integrated lighting catalog. 0 - None integrated lighting catalog 1 - Integrated lighting catalog
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3892,SURAL2,SURroundAttribLeft2,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet top on its left. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3893,SURAR2,SURroundAttribRight2,*Lighting wizard - Integrated lighting:Surrounding connection situation of cabinet top on its right. -1 - Undefined 0 - No obstacle 1 - Direct Connection 2 - Indirect Connection 3 - With Obstacle
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3900,CCRT,CiC_RecType,"*When variable CiC_RecType exists on the record, possible values are ‘FeatureGroup’, ‘Feature’, ‘OptionGroup’, ‘Option’. These values change how DS creates Features and Option out of Add-Ons and overrules the basic rule."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3901,CCFS,CiC_FeatureSplit,"*When variable CiC_FeatureSplit exists on the record (which must be an Option from basic rule or from CiC_RecType), it indicates this Option must be removed for its current Feature and added to a newly created Feature where its Description is specified by the CiC_FeatureSplit variable."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3902,CCOG1,CiC_OptionGroup1,*Define option group level 1 & description.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3903,CCOG2,CiC_OptionGroup2,*Define option group level 2 & description.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3904,CCFSPI,CiC_FeatureSplitPIcture,"*Refer to file name present under ""Multimedia\Picture(Small, Medium, Large) who will represent the new ""split"" feature."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3905,CCOG3,CiC_OptionGroup3,*Define option group level 3 & description.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3906,CCDESC,CiC_DESCription,*New description to display in CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3907,CCOGP1,CiC_OptionGroupPicture1,*Image to display for option group level 1.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3908,CCOGP2,CiC_OptionGroupPicture2,*Image to display for option group level 2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,3909,CCOGP3,CiC_OptionGroupPicture3,*Image to display for option group level 3.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4020,CCCODE,CiC_CODE,"*Reference code for Import/Export (lookup key between systems) used at Product, Feature and Option levels."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4021,CCMMS,CiC_MMediaSpec,*Used to set an URL for a CIC product.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4022,PHNV,PlaceHolderNameVersion,"*System use only for place holder versio iteration, do NOT set in a catalog."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4025,CCCOW,CiC_CutOutWidth,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4026,CCCOH,CiC_CutOutHeight,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4027,CCCOD,CiC_CutOutDepth,*Cross catalog variable to be used in 2032 system.
